PolicyReplicaVM Mode;getMaxSmartThings;Total consumido Coudlets;Coudlets averageEnergyHistoryDevice;Total consumido AP(AP DEVICES);AP DEVICES averageEnergyHistoryDevice;SmartThing(0) Power;SmartThing(1) Power;SmartThing(2) Power;SmartThing(3) Power;SmartThing(4) Power;SmartThing(5) Power;SmartThing(6) Power;SmartThing(7) Power;SmartThing(8) Power;SmartThing(9) Power;SmartThing(0) Energy Consumed;SmartThing(1) Energy Consumed;SmartThing(2) Energy Consumed;SmartThing(3) Energy Consumed;SmartThing(4) Energy Consumed;SmartThing(5) Energy Consumed;SmartThing(6) Energy Consumed;SmartThing(7) Energy Consumed;SmartThing(8) Energy Consumed;SmartThing(9) Energy Consumed;VM data transferred in migration;getVMTransferredData / CloudSim.clock;Device's network usage;deviceNetworkUsage / CloudSim.clock;Migration' network usage (total);Migration' network usage (mean);getNetWorkUsageInMigration / CloudSim.clock;Total network usage;getNetworkUsage() / CloudSim.clock;CloudSim.clock;Total of migrations;Total of handoff;Different Cloudlets reached along the user's path;Average of without connection;Average of without Vm;Average of delay after new Connectionl;Average of Time of Migrations;Hightest Time of Migrations;Average of Downtime;Max Downtime;Tuple lost;Tuple lost;Total tuple;
LIVE_MIGRATION_POSTCOPY;10;4.460087874631397E10;3.0972832462718034E8;28800.0;100.0;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;3.054763148259098E8;5.927192032378525E7;5.596485394595485E7;2.6460255819458047E8;2.5465420403090325E8;1.8013167866017446E8;2.328694365173661E7;3.356784010672498E7;1.5723816601474178E8;1.590983912730316E8;4096.0;0.0011308669243511873;5.99482248E8;165.51138818332413;4.462892874729305E10;2.0285876703315024E9;12321.62582752431;4.522841099529305E10;12487.137215707635;3622000.0;22;65;63;1047.0587696045718;328706.1893386691;456559.83218962577;128290.77124256306;132949.44713193647;19243.61568638446;157311.73081889786;0.06294055791120529%;9080;14426310;
MIGRATION_COMPLETE_VM;7;4.3741206058950714E10;3.0375837540937996E8;28800.0;100.0;82.44;82.44;82.44;82.44;82.44;82.44;82.44;0;0;0;2.842643579364606E8;5.8135092207013346E7;5.0559775006098546E7;2.403853186194563E8;2.497595732522059E8;1.5165716418508428E8;1.2461451565423131E7;0;0;0;2304.0;6.361126449475428E-4;1.75387722E8;48.42289398122584;2.4828938443974285E10;1.9099183418441758E9;6855.035462168494;2.5004326165974285E10;6903.45835614972;3622000.0;13;46;46;1057.7568646769573;431813.1992174707;453895.1437786218;99681.11746773928;102269.75812277601;99681.11746773928;609210.2854937984;12.252964721352514%;657858;5368970;
LIVE_MIGRATION_POSTCOPY;7;4.430148900651941E10;3.0764922921194035E8;28800.0;100.0;82.44;82.44;82.44;82.44;82.44;82.44;82.44;0;0;0;3.005235818677833E8;5.9124248662427E7;5.632526211071078E7;2.605450144449699E8;2.5018357211556447E8;1.7609348251985908E8;2.3377625282552358E7;0;0;0;3072.0;8.481501932633904E-4;3.77798034E8;104.30646990612921;3.350519055861809E10;1.9708935622716525E9;9250.4667472717;3.388298859261809E10;9354.773217177828;3622000.0;17;46;46;1057.7568646769573;332948.71295047825;506237.8844861415;128188.98903273049;132948.70767611734;19228.34835490957;118610.12884429879;0.0603066013640045%;5283;8760235;
LIVE_MIGRATION_PRECOPY;7;4.430275368589241E10;3.0765801170758617E8;28800.0;100.0;82.44;82.44;82.44;82.44;82.44;82.44;82.44;0;0;0;3.004231037712219E8;5.9088149851839684E7;5.629339654902191E7;2.6047519172101685E8;2.5013995711686015E8;1.760368901776291E8;2.3395032893019605E7;0;0;0;3072.0;8.481501932633904E-4;3.76700748E8;104.00351960242959;3.5180450086548996E10;2.069438240385235E9;9712.990084635283;3.5557150834548996E10;9816.993604237712;3622000.0;17;46;46;1057.7568646769573;317231.7096606026;492848.7141222086;197179.26560335676;204533.22300655188;9858.963280167842;60820.59066956323;0.059671051886473536%;5216;8741257;
LIVE_MIGRATION_MIRROR;7;4.429872840572429E10;3.076300583730853E8;28800.0;100.0;82.44;82.44;82.44;82.44;82.44;82.44;82.44;0;0;0;2.9947521285964984E8;5.8709897297368586E7;5.5817683722229026E7;2.6021154067707202E8;2.497905371313246E8;1.7556022944977295E8;2.3376709998916533E7;0;0;0;3072.0;8.481501932633904E-4;3.74963484E8;103.52387741579238;4.523200725413443E10;2.660706309066731E9;12488.130108816795;4.560697073813443E10;12591.653986232586;3622000.0;17;46;46;1057.7568646769573;296731.72866349755;489587.0406386276;256313.78131600644;265891.3790040673;3125.693838843292;20339.563263506174;0.05988827809621767%;5224;8722909;
MIGRATION_COMPLETE_VM;8;4.38506269092612E10;3.04518242425425E8;28800.0;100.0;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;0;0;2.8452678873440313E8;5.8109037362935446E7;5.076414243107779E7;2.403014100714392E8;2.4955346281395638E8;1.5189749173789984E8;1.2392574795089243E7;1.089895244301472E7;0;0;2432.0;6.714522363335174E-4;1.78779246E8;49.359261733848705;2.617119036094287E10;2.0131684893032978E9;7225.618542502173;2.634996960694287E10;7274.977804236022;3622000.0;13;48;48;1065.053042118314;432332.94426933065;454241.14832461404;100192.22588183814;102270.04293594167;100192.22588183814;609680.3136597114;11.861131346419999%;686133;5784718;
LIVE_MIGRATION_POSTCOPY;8;4.440544331219743E10;3.083711341124822E8;28800.0;100.0;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;0;0;3.014296293315149E8;5.830850297130238E7;5.557505247180018E7;2.6140015186039296E8;2.501690455238585E8;1.7559774507317385E8;2.3092373004706495E7;3.323642386617887E7;0;0;3200.0;8.83489784649365E-4;4.03410948E8;111.3779536167863;3.476230810566104E10;2.044841653274179E9;9597.545031932921;3.516571905366104E10;9708.922985549707;3622000.0;17;48;48;1065.053042118314;327917.4617825694;483432.3544192962;129232.36955513219;132948.992489283;19384.855433269822;118814.57719763127;0.058799668587490715%;5620;9557877;
LIVE_MIGRATION_PRECOPY;8;4.442442562490865E10;3.085029557285323E8;28800.0;100.0;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;0;0;3.0163421934720635E8;5.833426994053796E7;5.56627274418596E7;2.6156114473117584E8;2.502443129045787E8;1.7566747970840254E8;2.30925098600282E7;3.326265480332149E7;0;0;3200.0;8.83489784649365E-4;4.00892988E8;110.68276863611264;3.6504376721095276E10;2.1473162777114868E9;10078.513727524924;3.6905269709095276E10;10189.196496161037;3622000.0;17;48;48;1065.053042118314;313063.3355164796;472020.67283341463;198744.9440193352;204533.50781971755;9937.247200966764;60923.36696695685;0.05944709995830301%;5660;9521070;
LIVE_MIGRATION_MIRROR;8;4.441983940197048E10;3.0847110695812833E8;28800.0;100.0;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;0;0;2.995571714996527E8;5.828626302094605E7;5.545271869187562E7;2.6048108728016213E8;2.5011414160691285E8;1.7556513797074577E8;2.307902955819268E7;3.3307461007614423E7;0;0;3200.0;8.83489784649365E-4;3.97066308E8;109.62625842076201;4.6934198641408226E10;2.760835214200484E9;12958.089078246336;4.7331264949408226E10;13067.715336667097;3622000.0;17;48;48;1065.053042118314;294834.41594468406;470262.8155753907;258341.25718895358;265891.66381723294;3124.21136346479;20061.737285116673;0.05933480953293579%;5613;9459877;
MIGRATION_COMPLETE_VM;9;4.3852349643618706E10;3.045302058584632E8;28800.0;100.0;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;0;2.84576942610538E8;5.826508729848835E7;5.061221913873949E7;2.4007160318196732E8;2.4942473826049152E8;1.5178153459950396E8;1.2464628221232893E7;1.0992156215949096E7;1.53210860661633E8;0;2944.0;8.128106018774158E-4;1.83994698E8;50.79919878520155;3.1698645618319904E10;1.8646262128423474E9;8751.696747189371;3.1882640316319904E10;8802.495945974573;3622000.0;17;58;57;1066.5914494491972;432164.3135764018;488453.28825502854;100029.17485506418;102269.95616302297;100029.17485506418;710272.7756078204;13.835713544311028%;859763;6214085;
LIVE_MIGRATION_POSTCOPY;9;4.4455588112452835E10;3.087193618920336E8;28800.0;100.0;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;0;3.0217520822904223E8;5.893764302649377E7;5.614668128012105E7;2.6237234068160114E8;2.518117516217051E8;1.7714108570161247E8;2.3431352204828773E7;3.356377241478822E7;1.5380698053369918E8;0;3712.0;0.0010248481501932633;4.7106546E8;130.05672556598563;4.043972522312477E10;2.0219862611562386E9;11165.026290205624;4.091079068312477E10;11295.08301577161;3622000.0;20;58;57;1060.6138139194547;323533.4253373104;463542.0076962056;128305.013192657;132948.9057163643;19245.75197889855;138327.5784559122;0.06406780897432125%;7272;11350474;
LIVE_MIGRATION_PRECOPY;9;4.450623758297694E10;3.0907109432622874E8;28800.0;100.0;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;0;3.002988835789933E8;5.909288462202254E7;5.612736162534773E7;2.609317783104617E8;2.5053282552999324E8;1.7599405310208106E8;2.3430324503743913E7;3.354724335320635E7;1.5374118206424415E8;0;3712.0;0.0010248481501932633;4.53544848E8;125.21945002760906;4.234326081707712E10;2.0163457531941485E9;11690.574493947299;4.279680566507712E10;11815.793943974908;3622000.0;21;58;57;1060.6138139194547;313962.379615739;469011.8632153433;198074.13308205284;204533.42104679885;9903.706654102643;70967.71432284304;0.06313774154571995%;6802;10773271;
LIVE_MIGRATION_MIRROR;9;4.4515043384722206E10;3.091322457272375E8;28800.0;100.0;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;0;3.000520194311618E8;5.879816747358141E7;5.5760985168196954E7;2.6079630201546618E8;2.50340752901457E8;1.7578377077499893E8;2.3192293798076116E7;3.357389448858068E7;1.5386419519553593E8;0;3712.0;0.0010248481501932633;4.59965544E8;126.99214356709001;5.45013724718294E10;2.595303451039495E9;15047.314321322308;5.49613380158294E10;15174.306464889398;3622000.0;21;58;57;1060.6138139194547;293846.96514760563;459602.96047002857;257077.7439268189;265891.57704431424;3170.948562717084;24279.714533558334;0.06259543467453581%;6832;10914534;
MIGRATION_COMPLETE_VM;10;4.38796064368746E10;3.0471948914496255E8;28800.0;100.0;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;2.838677829450262E8;5.807297864668589E7;5.0563533704899594E7;2.4010807263857827E8;2.493884722810978E8;1.516546017864476E8;1.2387158914076814E7;1.0982880412983216E7;1.530901354289209E8;1.4485667816913357E8;3200.0;8.83489784649365E-4;2.23873236E8;61.8092865819989;3.456749782836943E10;1.920416546020524E9;9543.75975382922;3.479137106436943E10;9605.569040411217;3622000.0;18;65;64;1043.6283521158293;431672.998181259;450753.39163168427;99544.92844422121;102270.49757859514;99544.92844422121;806902.316962501;12.68908310158136%;919118;7243376;
LIVE_MIGRATION_POSTCOPY;10;4.45920661496821E10;3.09667126039459E8;28800.0;100.0;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;3.054260395568542E8;5.9275395269145265E7;5.596350584918787E7;2.6450137477993146E8;2.5401567552407268E8;1.7942553373531762E8;2.3291475707527526E7;3.35633254768186E7;1.5738748504013443E8;1.5885585173054597E8;4096.0;0.0011308669243511873;5.7246207E8;158.05137217007177;4.451494510823068E10;2.0234065958286674E9;12290.156021046572;4.508740717823068E10;12448.207393216644;3622000.0;22;65;64;1043.6283521158293;333619.66848353983;474560.62576240225;128461.93540961103;132949.44713193647;19269.290311441655;157311.73081889786;0.05918726653891088%;8042;13587382;
LIVE_MIGRATION_PRECOPY;10;4.463970626423253E10;3.0999796016828144E8;28800.0;100.0;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;3.093667813500298E8;5.909978775477737E7;5.605342378124581E7;2.6824952822231838E8;2.5574459075962734E8;1.8002908666652116E8;2.329734686793505E7;3.356070619083026E7;1.57503672259966E8;1.5949901854102257E8;4096.0;0.0011308669243511873;7.2629907E8;200.5243152954169;4.69631526385748E10;1.8785261055429919E9;12966.083003471784;4.76894517085748E10;13166.607318767201;3622000.0;25;65;64;1043.6283521158293;307674.56349259726;469059.5631271932;196642.8371102224;204533.962462371;9832.141855511118;80718.04887164247;0.05652891014868369%;10581;18717856;
LIVE_MIGRATION_MIRROR;10;4.4500460216348305E10;3.09030973724641E8;28800.0;100.0;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;3.055229523339245E8;5.879951938417165E7;5.586961970365008E7;2.6446506723098418E8;2.5476110405305523E8;1.795841997943504E8;2.3063412089033466E7;3.327157570068074E7;1.572149819565398E8;1.5879018955250433E8;4224.0;0.0011662065157371619;6.42303606E8;177.3339607951408;6.207635576500406E10;2.586514823541836E9;17138.69568332525;6.271865937100406E10;17316.02964412039;3622000.0;24;65;63;1047.0587696045718;297474.9236377595;468014.50289174943;257664.2169314192;265892.1184598864;3212.844982955166;27884.761926598094;0.05566334887877023%;8766;15748244;
MIGRATION_COMPLETE_VM;7;4.374182201440008E10;3.037626528777783E8;28800.0;100.0;82.44;82.44;82.44;82.44;82.44;82.44;82.44;0;0;0;2.842778370774596E8;5.81367446161771E7;5.055988530563839E7;2.403926176011585E8;2.4976610815417206E8;1.516561524548148E8;1.2462070428068468E7;0;0;0;2304.0;6.361126449475428E-4;1.75266912E8;48.38953948094975;2.4828938443974285E10;1.9099183418441758E9;6855.035462168494;2.5004205355974285E10;6903.425001649443;3622000.0;13;46;46;1057.7568646769573;431813.1992174707;453895.1437786218;99681.11746773928;102269.75812277601;99681.11746773928;609210.2854937984;12.266671986915172%;657881;5363158;
LIVE_MIGRATION_POSTCOPY;7;4.428058760937573E10;3.0750408062066483E8;28800.0;100.0;82.44;82.44;82.44;82.44;82.44;82.44;82.44;0;0;0;3.033699092711518E8;5.9124589904351436E7;5.630955610784947E7;2.6243594280768776E8;2.5226099261276984E8;1.7614208390632945E8;2.33803630718145E7;0;0;0;3072.0;8.481501932633904E-4;4.07986038E8;112.64109276642739;3.350519055861809E10;1.9708935622716525E9;9250.4667472717;3.391317659661809E10;9363.107840038127;3622000.0;17;46;46;1057.7568646769573;332948.71295047825;506237.8844861415;128188.98903273049;132948.70767611734;19228.34835490957;118610.12884429879;0.055573787622005176%;5446;9799584;
LIVE_MIGRATION_PRECOPY;7;4.429652276775049E10;3.076147414427117E8;28800.0;100.0;82.44;82.44;82.44;82.44;82.44;82.44;82.44;0;0;0;3.0017313870647854E8;5.894948250709546E7;5.612051189254542E7;2.603159801266223E8;2.501616657993426E8;1.7582270804041553E8;2.3390307703809552E7;0;0;0;3072.0;8.481501932633904E-4;3.76274916E8;103.88595140806184;3.5180450086548996E10;2.069438240385235E9;9712.990084635283;3.5556725002548996E10;9816.876036043344;3622000.0;17;46;46;1057.7568646769573;317231.7096606026;492848.7141222086;197179.26560335676;204533.22300655188;9858.963280167842;60820.59066956323;0.059516277507400635%;5202;8740466;
LIVE_MIGRATION_MIRROR;7;4.429894362601636E10;3.076315529584469E8;28800.0;100.0;82.44;82.44;82.44;82.44;82.44;82.44;82.44;0;0;0;2.994888890975199E8;5.866249305277304E7;5.580672813560345E7;2.6021732913927108E8;2.4978881071871212E8;1.7556871329717016E8;2.337948097266289E7;0;0;0;3072.0;8.481501932633904E-4;3.75105744E8;103.5631540585312;4.523200725413443E10;2.660706309066731E9;12488.130108816795;4.560711299813443E10;12591.693262875326;3622000.0;17;46;46;1057.7568646769573;296731.72866349755;489587.0406386276;256313.78131600644;265891.3790040673;3125.693838843292;20339.563263506174;0.059443848430649246%;5199;8746069;
MIGRATION_COMPLETE_VM;8;4.385097505772644E10;3.045206601231003E8;28800.0;100.0;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;0;0;2.8450899866993076E8;5.8108382877074085E7;5.076471202963912E7;2.4030916735206524E8;2.495565408623733E8;1.5188664571103004E8;1.2391910666432766E7;1.0899014749137752E7;0;0;2432.0;6.714522363335174E-4;1.79048772E8;49.43367531750414;2.617119036094287E10;2.0131684893032978E9;7225.618542502173;2.635023913294287E10;7275.052217819677;3622000.0;13;48;48;1065.053042118314;432332.94426933065;454241.14832461404;100192.22588183814;102270.04293594167;100192.22588183814;609680.3136597114;11.851444872252802%;686165;5789716;
LIVE_MIGRATION_POSTCOPY;8;4.440585264846811E10;3.08373976725473E8;28800.0;100.0;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;0;0;3.0141035498536307E8;5.830004014791619E7;5.55685326459403E7;2.613917695872019E8;2.5016216147582418E8;1.7559516828884283E8;2.309100512110307E7;3.3236535935836922E7;0;0;3200.0;8.83489784649365E-4;4.04151612E8;111.58244395361679;3.476230810566104E10;2.044841653274179E9;9597.545031932921;3.516645971766104E10;9709.127475886538;3622000.0;17;48;48;1065.053042118314;327917.4617825694;483432.3544192962;129232.36955513219;132948.992489283;19384.855433269822;118814.57719763127;0.05875549285517538%;5625;9573573;
LIVE_MIGRATION_PRECOPY;8;4.443122516925926E10;3.085501747865226E8;28800.0;100.0;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;0;0;3.0152005849512136E8;5.8289447043011755E7;5.5568554249757186E7;2.6148072838467753E8;2.5015969374451002E8;1.7560182226672187E8;2.3090549899656776E7;3.324181583735708E7;0;0;3200.0;8.83489784649365E-4;4.01137812E8;110.7503622308117;3.6504376721095276E10;2.1473162777114868E9;10078.513727524924;3.6905514533095276E10;10189.264089755736;3622000.0;17;48;48;1065.053042118314;313063.3355164796;472020.67283341463;198744.9440193352;204533.50781971755;9937.247200966764;60923.36696695685;0.05891575707534505%;5617;9533952;
LIVE_MIGRATION_MIRROR;8;4.429652172623977E10;3.0761473420999837E8;28800.0;100.0;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;0;0;2.994211280811547E8;5.826410019871045E7;5.543379927537763E7;2.604945208663466E8;2.4993900118283963E8;1.7556388360220546E8;2.307364065642831E7;3.3276273827685766E7;0;0;3200.0;8.83489784649365E-4;4.00753578E8;110.64427885146328;4.688444176387888E10;2.757908339051699E9;12944.351674179703;4.728519534187888E10;13054.995953031166;3622000.0;17;48;48;1065.053042118314;297920.04591672117;495351.09151084843;258460.55353487463;265891.66381723294;3155.5899386100605;20061.737285116673;0.05532191451488482%;5464;9876737;
MIGRATION_COMPLETE_VM;9;4.385165787193766E10;3.04525401888456E8;28800.0;100.0;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;0;2.8458097167413867E8;5.827200357519901E7;5.061188309736992E7;2.4006261547516763E8;2.494372872096283E8;1.517976989810915E8;1.2471316947425526E7;1.0999178986702785E7;1.5322494398766202E8;0;2944.0;8.128106018774158E-4;1.83971004E8;50.79265709552733;3.1698645618319904E10;1.8646262128423474E9;8751.696747189371;3.1882616622319904E10;8802.4894042849;3622000.0;17;58;57;1066.5914494491972;432164.3135764018;488453.28825502854;100029.17485506418;102269.95616302297;100029.17485506418;710272.7756078204;13.837590122782812%;859775;6213329;
LIVE_MIGRATION_POSTCOPY;9;4.4502461039986084E10;3.090448683332367E8;28800.0;100.0;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;0;3.00357510234692E8;5.8964169196581796E7;5.6166694502253704E7;2.610117406323256E8;2.50528539063245E8;1.760322106498179E8;2.3427742977407742E7;3.3556183518725716E7;1.5377118873424986E8;0;3712.0;0.0010248481501932633;4.56301194E8;125.9804511319713;4.037138701616991E10;2.0185693508084953E9;11146.158756535038;4.082768821016991E10;11272.139207667009;3622000.0;20;58;57;1060.6138139194547;323828.1017852258;463809.8953761287;128605.78813967985;132948.9057163643;19290.868220951976;138327.5784559122;0.06398223391221008%;6925;10823317;
LIVE_MIGRATION_PRECOPY;9;4.450519143342063E10;3.0906382939875436E8;28800.0;100.0;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;0;3.002685791285312E8;5.906926466716974E7;5.6106045932544634E7;2.609246012832213E8;2.5050442092499664E8;1.7597444840025723E8;2.342312305088871E7;3.354568607251227E7;1.537242600810654E8;0;3712.0;0.0010248481501932633;4.53221886E8;125.13028326891221;4.236818362612332E10;2.0175325536249201E9;11697.455446196389;4.282140551212332E10;11822.585729465301;3622000.0;21;58;57;1060.6138139194547;312009.406965589;463489.3760151623;197910.0852747528;204533.42104679885;9895.504263737643;70931.92839196225;0.0634288904298412%;6832;10771117;
LIVE_MIGRATION_MIRROR;9;4.452070300392322E10;3.091715486383557E8;28800.0;100.0;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;0;3.000780462024135E8;5.880432117045707E7;5.576253045549961E7;2.6081011668535462E8;2.5034484633652467E8;1.7577934515832576E8;2.3188260267036278E7;3.3575459434164345E7;1.538747552058156E8;0;3712.0;0.0010248481501932633;4.60011402E8;127.00480452788514;5.45013724718294E10;2.595303451039495E9;15047.314321322308;5.49613838738294E10;15174.319125850194;3622000.0;21;58;57;1060.6138139194547;293846.96514760563;459602.96047002857;257077.7439268189;265891.57704431424;3170.948562717084;24279.714533558334;0.06211848485112124%;6783;10919455;
MIGRATION_COMPLETE_VM;10;4.387916002508627E10;3.0471638906309915E8;28800.0;100.0;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;2.8387116981791866E8;5.8073768742364146E7;5.056332646085814E7;2.4010798895759118E8;2.493911579718613E8;1.5165664075372472E8;1.2387063601766331E7;1.0982200657580432E7;1.5308995969950557E8;1.4485709419531524E8;3200.0;8.83489784649365E-4;2.2383615E8;61.799047487575926;3.456749782836943E10;1.920416546020524E9;9543.75975382922;3.479133397836943E10;9605.558801316794;3622000.0;18;65;64;1043.6283521158293;431672.998181259;450753.39163168427;99544.92844422121;102270.49757859514;99544.92844422121;806902.316962501;12.690593070668402%;919111;7242459;
LIVE_MIGRATION_POSTCOPY;10;4.463354222557841E10;3.099551543442945E8;28800.0;100.0;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;3.053478322393806E8;5.928111481351131E7;5.595651963384102E7;2.644848569899858E8;2.544319613656996E8;1.799586956456077E8;2.3288839649623364E7;3.356899122829298E7;1.5732272898251596E8;1.5886654941469246E8;4096.0;0.0011308669243511873;5.71507242E8;157.78775317504142;4.466295193934427E10;2.030134179061103E9;12331.019309592564;4.523445918134427E10;12488.807062767606;3622000.0;22;65;64;1043.6283521158293;328706.1866532956;456559.8297280334;128290.77124256306;132949.44713193647;19243.61568638446;157311.73081889786;0.059427899073816376%;8065;13571067;
LIVE_MIGRATION_MIRROR;10;4.45294282986832E10;3.092321409630778E8;28800.0;100.0;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;82.44;3.0525651473219806E8;5.888573508582765E7;5.568268194981186E7;2.6426610658771116E8;2.5459800350475618E8;1.7946175860083118E8;2.3065289469645552E7;3.326010262838498E7;1.5705790373115048E8;1.588774631395859E8;4224.0;0.0011662065157371619;6.34577616E8;175.20088790723358;6.186109380670817E10;2.577545575279507E9;17079.263889207115;6.249567142270817E10;17254.464777114346;3622000.0;24;65;63;1047.0587696045718;297474.89604080893;468014.47741764126;257664.2169314192;265892.1184598864;3212.844982955166;27884.761926598094;0.06019758125438466%;9383;15587005;
